0.499467 0.500534 
0.499482 0.500519 
0.499496 0.500504 
0.49951 0.50049 
0.499524 0.500476 
0.499537 0.500463 
0.49955 0.50045 
0.499563 0.500437 
0.499575 0.500425 
0.499587 0.500413 
0.499599 0.500401 
0.49961 0.50039 
0.499621 0.500379 
0.499632 0.500369 
0.499642 0.500358 
0.499652 0.500348 
0.499662 0.500338 
0.499671 0.500329 
0.499681 0.50032 
0.49969 0.500311 
0.499698 0.500302 
0.499707 0.500293 
0.499715 0.500285 
0.499723 0.500277 
0.499731 0.500269 
0.499738 0.500262 
0.499746 0.500254 
0.499753 0.500247 
0.49976 0.50024 

0.5 0.5 
